POINT (-73.435199251593 41.39958713238),698,15077,DANBURY,FEDERAL RD COR WHITE ST   0,Lamar Central Outdoor,2,300,"MURPHY.  Panel # 2622, 2623"
POINT (-73.017711351467 41.24035083661),205,16808,MILFORD,N/O exit 40 @ 84 Research Drive,"84 BILLBOARD, LLC",2,672,
POINT (-73.197016480074 41.198627439458),783,16926,BRIDGEPORT,CORNER OF CAPITAL & LINDLEY STREETS,Lamar Central Outdoor,1,392,"VMS, replaced 2342.  Panel # 980"
POINT (-73.043395230801 41.519845186583),575,856,WATERBURY,SR847 WS 630FT NO PLATTS M RD,CBS OUTDOOR INC,4,300,GANNETT
POINT (-71.850229821217 41.404926925844),486,5112,STONINGTON,RT2 750' WO ELM RIDGE RD,STANDISH JOHNSON,2,300,
POINT (-73.389726997589 41.416228457586),677,2494,BETHEL,WHITE EXT W OF MCNEIL     4,Lamar Central Outdoor,1,300,MURPHY Panel # 2611
POINT (-72.662641496556 41.79874627194),760,1782,HARTFORD,3453MAIN ST               4,LAMAR OUTDOOR ADVERTISING,1,300,Panel #: 10386.
POINT (-72.827382841834 41.276714324368),150,11039,BRANFORD,RT 1 X W MAIN ST          2,CBS OUTDOOR INC,2,300,WITHIN 500 FT OF BUSINESS
POINT (-73.194056465531 41.199707099216),992,16234,BRIDGEPORT,RT.8 W/S AT 500 LINDLEY,"B.M. PROPERTY, LLC",2,672,Transferred from Lamar of Bpt. on 9-16-09. LOB remains as C/O and receives invoices as per Jack Goncalves.
POINT (-73.208991064408 41.197816517662),1154,8396,BRIDGEPORT,MADISON X SYDNEY          4,Lamar Central Outdoor,2,250,"Panel # 1074, 1075"
POINT (-72.103929429112 41.354884973575),517,13101,NEW LONDON,80 HEMPSTEAD ST,CBS OUTDOOR INC,1,300,
POINT (-73.191799488438 41.170813975218),240,16795,BRIDGEPORT,I95ES EXIT 27A 175FT W/O WARREN ST @ 355-385 WARREN,BARRETT OUTDOOR COMMUNICATIONS,2,900,"Panel #: 110, 111."
POINT (-73.076799987338 41.878526239583),703,4903,TORRINGTON,500&S HWY 8 X HIGHLND     2,CBS OUTDOOR INC,1,300,
POINT (-72.775347145986 41.653747462468),1134,15575,NEW BRITAIN,410 S MAIN,LAMAR OUTDOOR ADVERTISING,1,72,RADDING ON SIDE OF BLDG.  Panel #: 37029.
POINT (-73.436905838689 41.395176056884),694,11481,DANBURY,WILDMAN N TRIANGLE        4,Lamar Central Outdoor,3,300,"Panel # 2661, 2662, 2663"
POINT (-73.188543898427 41.174709022982),1203,16994,BRIDGEPORT,880 Broad Street,Independent Outdoor III LLC,2,672,2 VMS
POINT (-72.613678024545 41.912090495431),335,1780,EAST WINDSOR,RT5 WS 430FT SO WAGNER LANE,LAMAR OUTDOOR ADVERTISING,2,300,"Panel #: 10015, 10016."
POINT (-72.68009802058 41.493400625859),641,1646,DURHAM,RT    500 S MIDDLETOWN    0,LAMAR OUTDOOR ADVERTISING,2,504,"Panel #: 10558, 10557."
POINT (-73.263041277934 41.356612870627),1171,9095,NEWTOWN,RT 25 X TOLL GATE HILL    2,Lamar Central Outdoor,1,126,Panle # 4300
POINT (-72.817618253613 41.683545010195),620,16945,NEW BRITAIN,265 LONG SWAMP ROAD. (location # 3),BARRETT OUTDOOR COMMUNICATIONS,1,672,Panel #: 125.
POINT (-72.098884653478 41.343529651597),1176,7833,NEW LONDON,OPP 11 WALBACH COR HOWARD,CBS OUTDOOR INC,1,300,
POINT (-73.049937931978 41.558358835452),895,11832,WATERBURY,SR847 RR OVERPASS AT SWIFT PL,"CBS OUTDOOR GROUP, LLC",1,250,TDI
POINT (-73.41545209465 41.106253970878),259,16623,NORWALK,I95E/S EXIT 15 AT CRESCENT ST.,CBS OUTDOOR INC,2,672,"Internal # 857, 858."
POINT (-72.648806928494 41.638209692471),545,16687,ROCKY HILL,RT99WESTSIDE 1100 ft S/O Martin Dr 25'NO RH-CROM.TL,LAMAR OUTDOOR ADVERTISING,2,300,"Panel #: 10157, 10158."
POINT (-72.071796437497 41.523350326836),478,16910,NORWICH,28 VIADUCT ST. S/W/S COMMUTER LOT,"GREEN OUTDOOR, LLC",4,300,n/e side of the commuter parking lot.
POINT (-73.176651382126 41.178105854294),234,15036,BRIDGEPORT,62 WATERVIEW AVE          4,Lamar Central Outdoor,2,900,"Panel # 6648, 6649"
POINT (-72.687780523413 41.929597772628),292,16770,WIDNSOR LOCKS,SSR401ES 150FT S/O SCHOEPHOESTER & TRAP@ APCOA LOT1,CBS OUTDOOR INC,2,672,Switched from Cont. # 582 (7/06)
POINT (-72.76100864798 41.6855789485),1129,13157,NEW BRITAIN,W/S East St. across from St. Clair Ave.,CBS OUTDOOR INC,2,300,GANNETT
POINT (-73.202183947331 41.199151252525),772,15620,BRIDGEPORT,2697 MAIN ST.,MS. MARIA MORALES,1,300,
POINT (-72.665675832463 41.738579270731),435,13649,HARTFORD,I91WS NO AIRPORT RD AT RR.BR.,LAMAR OUTDOOR ADVERTISING,4,300,"2/300 I91, 2/300 SR530 SPACING. Panel #: 10141, 10142, 10143, 10144."
POINT (-73.074590503142 41.218941585561),121,11338,MILFORD,BOSTON POST X ERNA ST     2,CBS OUTDOOR INC,2,300,
POINT (-73.354134090222 41.4190348235),1172,16330,NEWTOWN,RT6 N/S AT SAW MILL RD,PARVIZ B. MEHRI MD,2,40,
POINT (-73.048933890502 41.581725542707),596,16116,WATERBURY,1215THOMASTON AVE,CBS OUTDOOR INC,2,300,
POINT (-71.8351054256 41.691153721896),375,16763,STERLING,RT14A NS 200FT E/O LEDGE HILL RD,MR. WILLIAM WOLAK,2,504,
POINT (-72.86280894857 41.704819765187),1125,13176,FARMINGTON,RT 6    W/O RR.           2,LAMAR OUTDOOR ADVERTISING,2,300,"GRIESE IN RR ROW.  Panel #: 10316, 10317."
POINT (-72.838894373825 41.277130032959),149,15902,BRANFORD,RT1SS AT 869 WEST MAIN ST,CBS OUTDOOR INC,2,300,
POINT (-72.662642899022 41.732737460242),1037,16797,HARTFORD,I91ES @ 221 brainard rd exit 27,CBS OUTDOOR INC,2,672,Increased from 1 to 2 panels(2-9-04)
POINT (-72.996433222379 41.298848083218),854,11709,ORANGE,DERBY X DOGBURN RD        4,CBS OUTDOOR INC,1,672,"RESIDENTIAL ZONE, Back to back with Pmt. # 3176."
POINT (-72.770244135358 41.517552585171),1034,15850,MERIDEN,E/S I91 1000FT SO RT 15 OVP,"CRG Advertising, LLC",2,672,Transferred 12/20/2012 From Lauretano Sign Group
POINT (-72.656925213048 41.790487579436),1075,16566,HARTFORD,I91WS AT 151 WEST SERVICE ROAD,CBS OUTDOOR INC,2,672,300 & 301
POINT (-73.16653057592 41.193633179197),110,11378,BRIDGEPORT,BOSTON X PALISADO RT 1,Lamar Central Outdoor,3,250,"MURPHY PALISADE Panel # 839, 840, 845"
POINT (-72.702778959106 41.750355362769),37,16746,HARTFORD,I84 S/S @ I OLIVE STREET,LAMAR OUTDOOR ADVERTISING,2,672,"Panel #: 50055, 50056."
POINT (-72.8132679919 41.289354272359),177,16863,BRANFORD,164 North Main Street,Lamar Central Outdoor,1,420,"transfer from Titan Outdoor 5-25-06, Panel # 6310"
POINT (-73.080745388595 41.351375705799),340,3139,ANSONIA,RT115ES N MAIN AT THIRD ST,CBS OUTDOOR INC,2,300,
POINT (-72.665216157137 41.759046978635),1058,16796,Hartford,I91W/S S/O EXIT 29A @ 410 SHELDON ST,CBS OUTDOOR INC,2,672,"Internal # 407, 408."
POINT (-73.136248817864 41.168737202223),836,2367,STRATFORD,N S ACCESS RD E SPERRY    4,Lamar Central Outdoor,2,300,"Panel # 702, 703"
POINT (-72.970750479259 41.307055628499),807,16902,WEST HAVEN,"N/S Rt - 34, @ 449 Derby Ave.",Lamar Central Outdoor,3,288,This was formerly Pmt. # 13431.
POINT (-73.019788493625 41.23917939589),849,16176,MILFORD,I95ES 700FT NO WOODMONT RD OP,CBS OUTDOOR INC,2,672,
POINT (-72.659643486193 41.288725431026),159,11316,GUILFORD,POST ROAD                 2,CBS OUTDOOR INC,2,300,
POINT (-72.942696984131 41.29184290814),980,3156,NEW HAVEN,440 500 BOULEVARD         2,CBS OUTDOOR INC,2,300,
POINT (-73.193841194345 41.19226777024),988,149,BRIDGEPORT,"25 WELLS ST, RT8 E/S",Lamar Central Outdoor,2,900,"INTERNAL # 5110, 6720"
POINT (-72.971614634378 41.28873621898),130,7485,WEST HAVEN,POST X FAIRFAX RT 1       2,CBS OUTDOOR INC,2,300,
POINT (-73.034783173081 41.554657249036),1204,17000,WATERBURY,353 East Main Street,CBS OUTDOOR INC,1,220,VMS Upgrade to Permit Number 15672.
POINT (-73.420194450479 41.126239876692),827,15835,NORWALK,SS 123 SW COR 172 178 MAIN ST,Lamar Central Outdoor,4,300,"ROOF SIGN.  Panel # 1590, 1591, 1592"
POINT (-72.654882484387 41.790726038055),1076,16996,HARTFORD,274 Leibert Road,East Service Road Associates,2,672,Upgrade to Permit # 16905
POINT (-73.63285947982 41.021330010879),670,7208,GREENWICH,NS RR AVE EXT NO PROSPECT ST,"CLEAR CHANNEL OUTDOOR, INC.",2,300,
POINT (-73.389014184572 41.416110999579),675,4956,BETHEL,WHITE EXT W OF MCNEIL     4,Lamar Central Outdoor,1,300,MURPHY Panel # 2612
POINT (-73.166961494863 41.175023805134),231,16211,BRIDGEPORT,I95ES AT 533 CENTRAL AVE,Lamar Central Outdoor,2,672,"Panel # 6645, 6646"
POINT (-72.468124069728 41.784139403703),533,14077,BOLTON,750' E/O MANCHESTER/BOLTON TL,LAMAR OUTDOOR ADVERTISING,3,72,"Panel #: 39901, 39902, 39903."
POINT (-72.873848756379 41.645683131225),958,12882,SOUTHINGTON,RT 10 W/S 500FT N/O BIRCH STREET,LAMAR OUTDOOR ADVERTISING,2,300,"WITHIN 500' OK OVERSIZED?  Panel #: 10545, 10546."
POINT (-73.545749324998 41.045536222865),951,2516,STAMFORD,ES GREENWICH AVE SO STATE ST,"CLEAR CHANNEL OUTDOOR, INC.",2,300,NEXT TO RR ROW
POINT (-73.229317057185 41.466548147256),669,10693,SOUTHBURY,SR823 WO FLOOD BRIDGE RD,CBS OUTDOOR INC,1,300,
POINT (-73.52417928696 41.055838883933),83,9803,STAMFORD,E MAIN NHRR BRG 2222      4,"CBS OUTDOOR GROUP, LLC",2,300,
POINT (-72.046173896829 41.58252306251),388,13685,NORWICH,RT97 ES 150FT NO PILLING ST,CBS OUTDOOR INC,2,300,OK
POINT (-72.69503496499 41.764106311485),27,16593,HARTFORD,I84NS 320FT W/O SIGUORNEY,LAMAR OUTDOOR ADVERTISING,2,672,"Panel #: 1024, 1025."
POINT (-73.41751508548 41.498821162211),683,8026,BROOKFIELD,RT 7 300 S CENTER         2,"BROOKFIELD NORTH, LLC",2,250,
POINT (-72.516095485035 41.772047940446),540,15337,MANCHESTER,129 SPRUCE ST,LAMAR OUTDOOR ADVERTISING,1,72,Panel #: 34010.
POINT (-72.94372623693 41.2831519203),187,15739,WEST HAVEN,I95SS AT 17 WOOD ST,"TRUCK CENTER, INC.",2,672,
POINT (-72.669325443868 41.772404532798),1061,16816,HARTFORD,w/s (exit 32B) @ 360 Market Street,CBS OUTDOOR INC,2,672,
POINT (-73.052096058984 41.585120606421),594,15554,WATERBURY,HUNTINGDON AVE. AT R.R. CROSS,CBS OUTDOOR INC,2,300,
POINT (-71.965860272218 41.629818710457),414,12919,GRISWOLD,RT12WS 200FT SO QUINEBAUG,CBS OUTDOOR INC,1,300,
POINT (-72.90730518646 41.313589489527),720,2757,NEW HAVEN,HUMPHREY X MILL RIVER     4,CBS OUTDOOR INC,2,300,"Local Road ""9999"", Internal # 235-6"
POINT (-72.969155883597 41.537311927715),602,16820,WATERBURY,s/s @ 560 Capt. Neville Drive,CBS OUTDOOR INC,2,672,
POINT (-72.900338420947 41.291656299565),757,16984,NEW HAVEN,"50 Fulton Terrace, New Haven",Lamar Central Outdoor,2,672,Conversion to 2 VMS Panels
POINT (-72.649634029884 41.565396911284),315,1237,MIDDLETOWN,WS RT9 NR GREEN ST RR,CBS OUTDOOR INC,2,300,ON R.R. ROW
POINT (-73.193115331326 41.19008263213),986,16969,BRIDGEPORT,"667 Housatonic Avenue, Bridgeport, CT",Lamar Central Outdoor,2,672,"VMS conversion (Replacing16726), Rt 8/25.  Panel # 5107, 7070"
POINT (-72.666293241715 41.741458917299),441,15249,HARTFORD,281 LOCUST ST. SW CORNER,LAMAR OUTDOOR ADVERTISING,2,300,"Panel #: 10154, 10156."
POINT (-72.758234304682 41.69029409874),326,16943,NEW BRITAIN,"1385 EAST ST, NEW BRITAIN","GREEN OUTDOOR, LLC",2,672,
POINT (-72.09923862408 41.342542491789),1177,3839,NEW LONDON,N S BRIDGE  PEQUOT AV     3,"CBS OUTDOOR GROUP, LLC",1,250,
POINT (-73.404351814781 41.104144904292),817,2465,NORWALK,EAST AV X RR VIADUCT      3,Lamar Central Outdoor,1,300,
POINT (-73.099874431152 41.20760861976),211,10837,MILFORD,I95WS 685 NAUGATUCK AVE,BARRETT OUTDOOR COMMUNICATIONS,2,672,1100FT N/O BR OVER NAUGATUCK R.   Panel #: 14-15.
POINT (-73.097271376534 41.320275208218),682,2655,SHELTON,RT110ES AT MAPLE ST,CBS OUTDOOR INC,3,300,GANNETT SIGN AT MAPLE ST
POINT (-72.810912487546 41.290244177227),176,16879,Branford,s/s 95 facing n/b traffic.,Lamar Central Outdoor,2,300,"Panel # 6430, 6431"
POINT (-73.288610828726 41.139039776785),91,5097,FAIRFIELD,POST ROAD                 2,Lamar Central Outdoor,1,300,
POINT (-72.935415734129 41.333273435488),716,795,NEW HAVEN,734 DIXWELL AV            4,CBS OUTDOOR INC,1,300,
POINT (-72.956885564894 41.274155323524),808,11724,WEST HAVEN,ELM ST X SAVIN AVE 1      3,CBS OUTDOOR INC,1,300,
POINT (-72.837203618826 41.429707411266),563,16759,WALLINGFORD,RT5WS N/O TOELLES RD W/S RAILRAOD TRACKS,"ULBRICH STAINLESS STEEL & SPECIAL METALS, INC.",1,210,
POINT (-72.059313060775 41.342048565215),507,15824,GROTON,618 POQ. RD WO HIGH ROCK,CBS OUTDOOR INC,2,300,
POINT (-73.544802386455 41.046006292275),950,13456,STAMFORD,I95SS 300FT EO GREENWICH AV,"CLEAR CHANNEL OUTDOOR, INC.",2,672,WITHIN R.R. ROW GRANDFATHER
POINT (-73.192735788405 41.203641482011),994,15021,BRIDGEPORT,SYLVAN AVE NEAR RES. & LAKE.     0,Lamar Central Outdoor,2,900,"Permit shows 2 @ 900, (field inspection reveals 4 @ 240) 1 Indian Ave. Panel # 1100, 1101, 1102, 1103"
POINT (-72.084711371361 41.523296737357),392,16602,NORWICH,40 HIGH STREET AT ROUTE 82,CBS OUTDOOR INC,4,300,
POINT (-72.674700962965 41.785682894316),430,5780,HARTFORD,2279 MAIN ST              4,LAMAR OUTDOOR ADVERTISING,1,72,Panel #: 31415.
POINT (-72.951430836875 41.284466503254),806,16887,WEST HAVEN,757 FIRST AVE,CBS OUTDOOR INC,1,588,(14X42)
POINT (-72.898841202343 41.318779556367),1026,16965,NEW HAVEN,"1317-1329 STATE STREET, w/s 91",CBS OUTDOOR INC,1,672,Internal Number 882 (Formerly 16681which was cancelled and replaced with 16962 at Middletown & Ferry St.)
POINT (-73.154810891268 41.19272704599),112,13607,BRIDGEPORT,2135 BOSTON AV RT 1       2,Lamar Central Outdoor,3,300,"ON ROOF WITHIN 5OOFT MURPHY Panel # 827, 828, 829"
POINT (-73.065182882226 41.919703955777),417,11595,WINCHESTER,WILLOW ST S/S,CBS OUTDOOR INC,1,300,
POINT (-72.663343811896 41.560902817777),334,1381,MIDDLETOWN,BERLIN X JACKSON          3,CBS OUTDOOR INC,2,300,
POINT (-73.046968426004 41.551553658294),600,16811,WATERBURY,"s/s & w/o exit 21, 510 ft. w/o Meadow",CBS OUTDOOR INC,1,672,transfer from Patriot (8-28-05)
POINT (-73.528980721834 41.051101271793),1166,11674,STAMFORD,ELM STREET 50 FEET S/O RAILROAD OVERPASS,"CLEAR CHANNEL OUTDOOR, INC.",2,300,
POINT (-72.921122312642 41.301396852081),750,17019,NEW HAVEN,145 WATER STREET,BARRETT OUTDOOR COMMUNICATIONS,2,900,"Panel #: 90, 91. replaces 16649"
POINT (-72.889723648604 41.299501419899),718,2661,NEW HAVEN,327 QUINNIPIAC X LENOX    3,CBS OUTDOOR INC,2,300,
POINT (-72.132071548906 41.573443996862),386,11820,FRANKLIN,RT32WS 1000FT NO RT87,LAMAR CENTRAL,2,72,Transferred to Lamar of Hartford
POINT (-73.052998507713 41.489991314745),898,5710,NAUGATUCK,W S BRIDGE 2173 MAPLE     4,"CBS OUTDOOR GROUP, LLC",2,357,
POINT (-72.701654831537 41.751707597414),35,16888,HARTFORD,110 WELLINGTON ST,"LAMAR CENTRAL OUTDOOR, LLC",2,672,VMS FACING E/B TRAFFIC. Formerly 16445
POINT (-72.771881586031 41.654573866494),322,16956,New Britain,60 Peter Court,"Niro Landscape Contractor, Inc.",2,672,
POINT (-73.237808835904 41.153005599818),835,9090,FAIRFIELD,FAIRFIELD X GRASMERE      3,Lamar Central Outdoor,1,300,Panel # 86
POINT (-73.481923717895 41.639781558779),550,10240,NEW MILFORD,RT7WS 1000FT SO GAYLORD,HIGHWAY DISPLAYS INC.,1,140,
POINT (-73.530292846658 41.051739936362),945,15817,STAMFORD,SS STATE ST WO ELM ST,"CLEAR CHANNEL OUTDOOR, INC.",2,300,IN R.R. ROW   SPACING
POINT (-72.896684661009 41.293177907712),138,16671,NEW HAVEN,RT1NS 200FT E/O FULTON,CBS OUTDOOR INC,1,300,SIGNS SPACED 100FT SEPARATELY
POINT (-73.019156123619 41.539984243086),587,10215,WATERBURY,I84 34.45 843 HAMILTON,HIGHWAY DISPLAYS INC.,1,900,
POINT (-72.79917763845 41.665749955643),1126,4707,NEW BRITAIN,W MAIN X BURRITT STS      3,CBS OUTDOOR INC,4,264,
POINT (-72.641243076679 41.572719262523),1087,15624,PORTLAND,184 MAIN RT66 16.58,CBS OUTDOOR INC,1,300,AT SILVER ST ON BLDG #184 MAIN
POINT (-72.736103019618 41.636793076856),630,16001,BERLIN,RT15WS 1797FT S/O DEMING ROAD,LAMAR OUTDOOR ADVERTISING,1,672,RECONSTRUCTED. Panel #: 50065.
POINT (-72.251125397414 41.719588079088),493,12404,COLUMBIA,RT6 SS 300' EO FLANDERS RD,"Standish Johnson Co, Inc.",2,300,Sign was transferred from Face Value to Standish Johnson - September 2014
POINT (-72.897294236813 41.319065677294),756,16964,NEW HAVEN,"2-4 Middletown Avenue, New Haven",CBS OUTDOOR INC.,1,672,
POINT (-72.883660798421 41.286985352131),141,1320,EAST HAVEN,625 MAIN ST REAR          4,CBS OUTDOOR INC,2,672,"CANNOT READ PERMIT # SAT BANK.  Internal #'s 1311, 1312, at town line."
POINT (-73.03629159296 41.550899590133),60,5630,WATERBURY,FRANKLIN X MCMAHON        4,CBS OUTDOOR INC,2,672,"RED BULL INN, **** NONCONFORMING, ZONE*******"
POINT (-72.681482658838 41.486673976803),646,3229,DURHAM,DURHAM X MIDDLEFIELD      3,CBS OUTDOOR INC,2,300,
POINT (-72.677976713198 41.760656057169),761,12538,HARTFORD,142 144 BUCKINGHAM        4,LAMAR OUTDOOR ADVERTISING,2,300,"Panel #: 10358, 10359."
POINT (-73.049820495739 41.578526489077),938,16050,WATERBURY,SR847 ES 2450 S/O HUNTINGDON,CBS OUTDOOR INC,2,300,GANNETT
POINT (-73.423319102055 41.093985850415),822,10822,NORWALK,ELY X MULVOY ST           4,Lamar Central Outdoor,1,250,Panel # 1700
POINT (-73.177733630943 41.210905025475),768,12591,BRIDGEPORT,HUNTINGTON X VIRGINIA     3,Lamar Central Outdoor,1,300,MURPHY Panel # 870
POINT (-73.010206352486 41.573186312511),592,16526,WATERBURY,683LAKEWOOD RD,CBS OUTDOOR INC,2,300,
POINT (-72.935970662123 41.286001941804),981,13507,NEW HAVEN,BOULEVARD & KIMBERLY,CBS OUTDOOR INC,2,300,1@372
POINT (-72.701742823885 41.781407260465),466,16258,HARTFORD,384 HOMESTEAD AVE.,LAMAR OUTDOOR ADVERTISING,2,300,"Panel #: 10479, 10480."
POINT (-73.099017818956 41.258120863988),839,13333,STRATFORD,N MAIN NR SHELTON TL      4,Lamar Central Outdoor,2,300,"MURPHY SIGN.  Panel # 708, 709"
POINT (-73.026594202756 41.553243966079),581,5045,WATERBURY,805 E MAIN ST REAR        3,CBS OUTDOOR INC,1,300,
POINT (-72.99095889926 41.541627689854),54,5638,WATERBURY,S SIDE I84 ESCOTT RD,CBS OUTDOOR INC,1,672,Panel # 1339.
POINT (-72.871319174328 41.282889474459),143,3149,EAST HAVEN,SALTONSTALL X HIGH ST     2,CBS OUTDOOR INC,2,300,UNITED NOT WITHIN 500
POINT (-72.966495142128 41.276638197898),191,16242,WEST HAVEN,I95 E/S AT 381 HIGHLAND ST.,BARRETT OUTDOOR COMMUNICATIONS,2,900,"Panel #: 39, 40."
POINT (-73.50788033388 41.390092574478),74,16874,Danbury,n/s ot 84 facing e/b & w/b trafic. 82 Mill Plain Rd,Lamar Central Outdoor,2,672,"Panel # 5552, 5553"
POINT (-73.068567120964 41.228628716171),123,12902,MILFORD,RT 1N/S 474 BOSTON POST RD,CBS OUTDOOR INC,4,300,
POINT (-72.323585384227 41.964895540734),358,11152,STAFFORD,RT190SS EO RR OP,LAMAR OUTDOOR ADVERTISING,1,300,Panel #: 10070.
POINT (-72.67672617193 41.293016273253),1210,17008,GUILFORD,i 95 NB Between Exits 58 & 59,John Fonicello,1,450,On Fonicello Family Land.  Off-Premise Advertising
POINT (-73.193903773154 41.170124274035),239,15698,BRIDGEPORT,I95 SS 39-41 WEST AVE,BARRETT OUTDOOR COMMUNICATIONS,2,900,"AT EXIT 27.   Panel #: 32, 33."
POINT (-72.672490239535 41.775934083687),933,16958,HARTFORD,450 Windsor Street,"ADSPACE, LLC",1,240,
POINT (-72.936471802617 41.284345622966),184,16963,NEW HAVEN,RT I-95 @ 294 KIMBERLY AVE,CBS Outdoor Inc,2,672,2 VMS Replace Permit # 16922 (1207 & 1208)
POINT (-73.047292697578 41.552046008091),1215,17014,WATERBURY,I-84 N/S West of exit 21 @ Meadow Street,Lamar Central Outdoor,1,672,Upgrade to permit no. 16658
POINT (-72.654780849272 41.801083549609),470,16819,HARTFORD,Weston Street cul-de-sac,CBS OUTDOOR INC,2,672,"Internal # 398, 399."
POINT (-72.831417390659 41.441625231053),565,10681,WALLINGFORD,S COLONY X WILLARD        2,CBS OUTDOOR INC,4,300,
POINT (-72.966965779566 41.536621994496),614,16999,WATERBURY,649 Captain Neville Drive,Nature Outdoor LLC,2,672,Replaces 16296.  Upgrade to 2 VMS faces.
POINT (-72.046699640444 41.584061544062),404,16219,NORWICH,RT97ES AT 178 TAFTVILLE RD,CBS OUTDOOR INC,4,300,
POINT (-73.031228866893 41.579967623647),611,16941,WATERBURY,"144 CHASE AVE, WATERBURY","Green Outdoor, LLC",2,672,
POINT (-72.680115958633 41.7707547035),20,15699,HARTFORD,SS I84 AT 159 HIGH ST,CBS OUTDOOR INC,1,672,Internal #  316
POINT (-72.757706833141 41.686035669939),325,16511,NEW BRITAIN,RT9 WS AT 145 LESTER ST,CBS OUTDOOR INC,2,672,"365, 366"
POINT (-72.734475223055 41.638376197072),628,10909,BERLIN,RT15 E/S 1050 FT S/O RT160,CBS OUTDOOR INC,1,600,PERMIT 1@600
POINT (-72.479368297263 41.78577189539),538,8588,MANCHESTER,2 MI WEST OF BOLTON       0,LAMAR OUTDOOR ADVERTISING,2,300,"RESIDENTIAL ZONE.  Panel #: 10114, 10115."
POINT (-71.885219599733 41.787852010556),354,12752,KILLINGLY,RT12 WS 1000FT SO CADY ST,STANDISH JOHNSON,2,300,
POINT (-73.270664744358 41.368175969387),548,12594,NEWTOWN,RT 25 X DREAM LANE        2,Lamar Central Outdoor,2,300,"Panle # 1168, 1169"
POINT (-73.426789820215 41.417054483155),66,9098,DANBURY,I84SS 1230 FT EO ROCKWELL RD,Lamar Central Outdoor,2,900,"Panel # 5550, 5551"
POINT (-73.050777151115 41.228179304067),843,3060,MILFORD,GULF X CHERRY STS         4,CBS OUTDOOR INC,4,300,
POINT (-73.043880184483 41.54194406136),1010,16748,WATERBURY,"125 SOUTH LEONARD STREET, RT 8 E/S",BARRETT OUTDOOR COMMUNICATIONS,2,900,"S/O PORTER STREET.   Panel #: 102, 103."
POINT (-72.625601455093 41.907904956158),522,9920,WINDSOR LOCKS,RT 5A 1 MI S/WINDSOR LOCKS,LAMAR OUTDOOR ADVERTISING,2,300,"PATRICK.  Panel #: 10002, 10003."
POINT (-72.983612055494 41.544060046702),50,16527,WATERBURY,I84NS AT 181MULLOY ROAD,LAMAR OUTDOOR ADVERTISING,2,672,"Panel #: 50122, 50123."
POINT (-72.649023679655 41.636194995915),411,16870,CROMWELL,Silias Dean Hwy @ Rocky Hill T.L.,"LAMAR CENTRAL OUTDOOR, LLC",2,288,"Transferred from A.V. on 6-27-06.  Transfer from Ind. Outdoor III, LLC on 10-17-08.  Panel #: 10660, 10661."
POINT (-72.600482317176 41.852708803215),526,3656,SOUTH WINDSOR,RT 5 300' N/STRONG RD     2,LAMAR OUTDOOR ADVERTISING,2,72,"Panel #: 33109, 33110."
POINT (-73.188938980749 41.178217316854),770,13406,BRIDGEPORT,MAIN ST X WALL ST RT 25   2,Lamar Central Outdoor,1,648,"Panel # 492, 493"
POINT (-72.090591641989 41.521833400576),406,16458,NORWICH,360 WEST MAIN ST,Lamar Central Outdoor,4,72,"Panel # 4822, 4823, 4824, 1825"
POINT (-73.56314247346 41.045264923487),952,10505,STAMFORD,I95NS 500FT WO HARVARD AVE,STAMPAR ASSOCIATES,1,525,TEXACO NO # VISIBLE
POINT (-72.59004543418 41.509343437189),1102,16877,Middletown,1967 Saybrook Rd.,"LAMAR CENTRAL OUTDOOR, LLC",4,300,"Transfer from Ind. Outdoor III, LLC on 10-17-08.  Panel #: 11009, 11010, 11011, 11012."
POINT (-73.274249246983 41.141748644249),255,9284,FAIRFIELD,338 LINWOOD AV            4,DOCLAY OUTDOOR ADVERTISING,2,540,"AFTER EXIT 19, INTERNAL #'S 1381 & 1382."
POINT (-72.814319309986 41.497596201977),568,6294,WALLINGFORD,YALESVILLE X UNDERPASS    4,CBS OUTDOOR INC,2,300,
POINT (-72.897509969872 41.291933878733),931,16914,NEW HAVEN,N/S OF RT 95 @ 83 - 85 KENDALL STREET,MAGNUM COMMUNICATION,2,672,
POINT (-72.875714873132 41.333936510922),953,16953,New Haven,33 Bernhard Road @ I-91,"CRG Advertising, LLC",2,672,two sided VMS
POINT (-73.208525978459 41.166936391239),245,15836,BRIDGEPORT,I95NS AT 375 HOARD AVE,Lamar Central Outdoor,2,900,"ROOF Panel # 6611, 6612"
POINT (-72.914546560018 41.378377894606),968,3814,HAMDEN,W S BRIDGE X SKIFF ST     4,"CBS OUTDOOR GROUP, LLC",1,300,
POINT (-72.677817855025 41.644589547365),407,15016,ROCKY HILL,RT3 WS AT COLD SPRING RD,CENTURY HILLS ASSOC. LP,2,60,CENTURY HILLS
POINT (-73.137991355006 41.184910335635),222,16198,STRATFORD,95-ES 630' N/O SOUTH AVE. O/P,MR. EDWARD MACKOWSKI,2,900,
POINT (-73.437406803094 41.582792389707),553,16581,NEW MILFORD,RT7EASTSIDE AT 212 KENT RD.,JOE @ CATHY DiFABBIO,1,47,
POINT (-72.695766166561 41.80561123686),447,15321,HARTFORD,671 BLUE HILLS AVE,LAMAR OUTDOOR ADVERTISING,1,72,RADDING ON SIDE OF BLDG.  Panel #: 31521.
